node.exe :  ┬╗   Warning: @salesforce/cli update available from [92m2.85.7[39m to 
[92m2.133.4[39m.
At C:\Program Files\nodejs\sfdx.ps1:16 char:5
+     & "$basedir/node$exe" --no-deprecation "$basedir/node_modules/@sa ...
+     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: ( ┬╗   Warning: ...2m2.133.4[39m.:String) [], 
    RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
Warning: We plan to stop supporting v4.x of Code Analyzer in the coming months. We highly 
recommend that you start using v5.x, which is currently in Beta. For information on v5.x, 
see https://developer.salesforce.com/docs/platform/salesforce-code-analyzer/guide/code-anal
yzer.html.
"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"188","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","3","12","StdCyclomaticComplexity","The method 'createUser' has a Standard Cyclomatic Complexity of 12.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"189","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","3","12","CognitiveComplexity","The method 'createUser(Id, Auth.UserData)' has a cognitive complexity of 21, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"190","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","3","12","CyclomaticComplexity","The method 'createUser(Id, Auth.UserData)' has a cyclomatic complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"191","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","5","36","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"192","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","7","13","EmptyIfStmt","Avoid empty if statements","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptyifstmt","Error Prone","pmd"
"193","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","7","86","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"194","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","16","37","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"195","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","18","17","EmptyIfStmt","Avoid empty if statements","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptyifstmt","Error Prone","pmd"
"196","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","18","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"197","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","18","87","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"198","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","29","34","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"199","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","32","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"200","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","43","9","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"201","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","46","21","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"202","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","71","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"203","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandler.cls","84","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"204","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandlerTest.cls","5","12","MethodNamingConventions","The test method name 'testCreateUser_NewUser' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"205","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandlerTest.cls","34","12","MethodNamingConventions","The test method name 'testCreateUser_CommunitySuffix' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"206","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SSORegHandlerTest.cls","51","28","AvoidHardcodingId","Hardcoding Ids is bound to break when changing environments.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#avoidhardcodingid","Error Prone","pmd"
"207","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJob.cls","17","21","AvoidGlobalModifier","Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier","Best Practices","pmd"
"208","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJob.cls","17","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"209","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJob.cls","20","41","FieldNamingConventions","The static field name 'STALE_FAILURE_MINUTES' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"210","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJob.cls","21","41","FieldNamingConventions","The static field name 'SILENT_FAILURE_MINUTES' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"211","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJob.cls","24","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"212","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJob.cls","30","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"213","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJob.cls","109","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"214","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJobTest.cls","6","9","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"215","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJobTest.cls","24","12","MethodNamingConventions","The test method name 'testSweepStaleFailed_createsIncident' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"216","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJobTest.cls","44","12","MethodNamingConventions","The test method name 'testSweepStaleFailed_skipsLogWithExistingIncident' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"217","5","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\ScheduledMonitoringJobTest.cls","47","28","UnusedLocalVariable","Variable 'log' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"218","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","18","26","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"219","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","18","26","CognitiveComplexity","The class 'SecurityGate' has a total cognitive complexity of 62 (highest 4), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"220","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","18","26","CyclomaticComplexity","The class 'SecurityGate' has a total cyclomatic complexity of 43 (highest 4).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"221","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","22","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"222","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","26","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"223","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","34","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"224","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","42","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"225","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","50","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"226","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","60","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"227","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","70","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"228","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","80","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"229","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","92","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"230","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","97","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"231","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","102","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"232","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","107","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"233","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","113","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"234","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","118","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"235","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","123","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"236","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SecurityGate.cls","128","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"237","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealQueueable.cls","10","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"238","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealQueueable.cls","14","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"239","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealQueueable.cls","18","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"240","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealQueueable.cls","22","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"241","5","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealQueueable.cls","22","12","QueueableWithoutFinalizer","This Queueable doesnt attach a Finalizer","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#queueablewithoutfinalizer","Best Practices","pmd"
"242","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","20","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"243","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","20","21","StdCyclomaticComplexity","The class 'SelfHealingEngine' has a Standard Cyclomatic Complexity of 6 (Highest = 19).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"244","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","20","21","CognitiveComplexity","The class 'SelfHealingEngine' has a total cognitive complexity of 58 (highest 32), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"245","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","20","21","CyclomaticComplexity","The class 'SelfHealingEngine' has a total cyclomatic complexity of 53 (highest 21).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"246","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","31","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"247","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","44","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"248","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","44","19","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"249","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","44","19","StdCyclomaticComplexity","The method 'processFailedLogs' has a Standard Cyclomatic Complexity of 19.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"250","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","44","19","NcssMethodCount","The method 'processFailedLogs()' has an NCSS line count of 65 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"251","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","44","19","CognitiveComplexity","The method 'processFailedLogs(List<Id>)' has a cognitive complexity of 32, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"252","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","44","19","CyclomaticComplexity","The method 'processFailedLogs(List<Id>)' has a cyclomatic complexity of 21.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"253","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","194","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"254","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","194","19","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"255","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","194","19","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"256","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","194","19","StdCyclomaticComplexity","The method 'healIncident' has a Standard Cyclomatic Complexity of 10.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"257","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","194","19","CyclomaticComplexity","The method 'healIncident(Id)' has a cyclomatic complexity of 12.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"258","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","301","20","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"259","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","327","20","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"260","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","327","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"261","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","327","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"262","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","327","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"263","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","352","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"264","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","352","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"265","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","352","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"266","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","367","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"267","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","367","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"268","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","367","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"269","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","380","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"270","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","380","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"271","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","380","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"272","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","426","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"273","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","426","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"274","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","432","82","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"275","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","432","82","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"276","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","459","11","EmptyCatchBlock","Avoid empty catch blocks","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptycatchblock","Error Prone","pmd"
"277","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngine.cls","465","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"278","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngineTest.cls","6","9","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"279","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngineTest.cls","36","16","AvoidNonRestrictiveQueries","Avoid SOQL queries without a where or limit statement","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoidnonrestrictivequeries","Performance","pmd"
"280","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngineTest.cls","68","12","MethodNamingConventions","The test method name 'testProcessFailedLogs_CircuitOpen' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"281","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngineTest.cls","94","12","MethodNamingConventions","The test method name 'testHealIncident_RetrySuccess' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"282","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngineTest.cls","113","12","MethodNamingConventions","The test method name 'testHealIncident_MaxRetriesReached' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"283","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngineTest.cls","132","12","MethodNamingConventions","The test method name 'testHealIncident_Restart' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
